start,end,worker_id,source,mapping.name,exportID,records.size,message.count,record.id,rdf.file.size,
1545670282333,1545670298822,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,2,2391064f-b10c-4c44-9c1f-004a442b0c32,16606,
1545670298937,1545670303383,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,6,234a5de4-100d-4c59-b5f0-5c700c8f09d0,16626,
1545670303451,1545670307298,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,10,e8188ed3-b5c0-4a39-ba35-3d93b6417bf5,16597,
1545670307323,1545670310126,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,14,f080992b-05e3-4672-8b76-2f5256316fc7,16126,
1545670310155,1545670313132,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,18,44fb0853-0780-4569-8d8a-864fcff8d970,16608,
1545670313155,1545670316394,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,22,c4f1fa89-13ed-4675-bc85-3e911e64cea4,16619,
1545670316447,1545670319500,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,26,fa763c49-e607-4daf-85f6-e7e4df2f8e5a,16130,
1545670319548,1545670322924,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,30,9a99fe1e-3896-45e5-b1fd-58a402ec5f66,16611,
1545670323017,1545670326708,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,34,4b41a289-520d-4434-812d-4d44a3304f18,19020,
1545670326807,1545670329195,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,38,f99e7cdc-979e-4132-b7fc-a700ddee5693,16615,
1545670329236,1545670332513,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,42,d689cb69-8925-4f5c-8155-36a11de9dcb8,16597,
1545670332561,1545670335486,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,46,eb392aa8-53ec-4b7a-901a-42acdf80b803,16435,
1545670335535,1545670338384,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,50,b6c49dc8-0c91-403d-a954-f24f4df235b4,17022,
1545670338430,1545670340596,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,54,b9e02aef-a919-452b-8e45-ccc811941f72,16206,
1545670340625,1545670343354,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,58,73418d86-3e32-4415-b909-3850d9854acf,16644,
1545670343399,1545670346434,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,62,0678cb4e-b80c-496c-b315-0574dc1fcb3b,16134,
1545670346479,1545670348974,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,66,f84c5f37-e7a1-4d3f-bc3a-6a7412837574,16171,
1545670348999,1545670351781,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,70,776637d5-c74d-4ac4-9a61-54e18724bf2c,16609,
1545670351819,1545670354639,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,74,284e8446-7660-48bd-9b87-101a50e9c833,17031,
1545670354682,1545670357001,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,78,91ab47f1-a85f-47cd-88b9-23537ca0478c,16997,
1545670357024,1545670358904,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,82,6a8b5e14-c52a-4356-99f2-d0cf643f5f31,16615,
1545670358929,1545670360505,3d97fe31-ecf4-412e-a120-47263fdcbd09,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,86,c0831044-ad9b-4deb-8b6b-69ca42ff2481,16621,
