mysql: [Warning] Using a password on the command line interface can be insecure.			
num_of_consumers	speedup	efficiency	records_size
1	0.363897137332604	0.363897137332604	200
2	0.364316445755474	0.182158222877737	200
4	0.382649755341888	0.095662438835472	200
8	0.394500731367407	0.049312591420926	200
