start,end,worker_id,source,mapping.name,exportID,records.size,message.count,record.id,rdf.file.size,
1545670282368,1545670298046,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,3,5f536d77-8172-4598-86f0-bbfa6d1f996f,16629,
1545670298117,1545670302221,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,7,63290acb-244f-490a-b7c1-6eae44a5bc5c,16629,
1545670302254,1545670305819,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,11,c117b5b7-a4f6-4e72-8f58-dff6e3982ab7,17027,
1545670305857,1545670309099,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,15,12dcac3f-53a1-417d-bd9a-92cb3714d797,16148,
1545670309148,1545670312352,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,19,016fff2a-8fcc-4e90-9386-f2b8a9b77211,16600,
1545670312397,1545670315629,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,23,feb1f6cd-6a22-4adc-ae75-c2cb76e61a4d,16165,
1545670315679,1545670318214,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,27,43f1dbbf-499e-4190-a868-a1cb71512264,16625,
1545670318244,1545670320716,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,31,e9355e16-a39a-4756-922a-475e33c06b00,16136,
1545670320741,1545670323773,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,35,ef3459ae-dbc9-4a9b-b2f4-93eb585d3754,17020,
1545670323881,1545670326729,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,39,49b16410-87a8-4c9e-85a6-d133ad853c59,17035,
1545670326736,1545670329378,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,43,5903f8bf-0fb7-4e35-971f-aa324fdd36d4,16622,
1545670329454,1545670332272,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,47,7348f0a4-c041-4930-82e4-e1bfa31d7d77,16163,
1545670332333,1545670335106,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,51,6d850e81-7349-4f56-9a6b-673d0c42d616,16238,
1545670335177,1545670337885,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,55,24c008dc-c38d-4bb6-9942-585908d01853,16206,
1545670337919,1545670340688,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,59,19ccf29d-566d-4e48-885e-e65163d0179c,17011,
1545670340720,1545670344117,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,63,dd6a4a20-6834-474e-81f3-1615c47eb1d4,17041,
1545670344147,1545670347179,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,67,0209b01d-4369-45c1-8d21-43eaa55bf79e,16629,
1545670347204,1545670349443,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,71,0bfd8d45-1967-4626-a986-7dff418e580c,16600,
1545670349468,1545670351965,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,75,9cf8eba0-6d67-42b4-b5e6-3ce03458ccbd,17044,
1545670351997,1545670354595,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,79,546e80c5-905d-4f47-9878-6d2b9ccba747,16139,
1545670354678,1545670356317,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,83,2cf14dc0-e1bc-47ce-9419-528bb09f6715,16625,
1545670356365,1545670358057,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,87,8006cd2e-4dc9-459a-bc0d-2addb184fe30,16206,
1545670358081,1545670359329,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,91,7b79a009-be67-4c54-a9cb-8e0f4a272394,16225,
1545670359347,1545670360942,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,95,26d0d6c6-0619-43fc-8bfb-e2fba4095c0d,16622,
1545670360963,1545670362698,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,99,1b9e687c-b290-4ddd-96b6-716fc631b899,16144,
1545670362714,1545670364277,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,103,22c0c71f-221d-456a-8b79-3ab297bc5d6e,16618,
1545670364333,1545670365875,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,107,36ab8cf0-9723-448e-987b-c2124cdb36ab,19031,
1545670365930,1545670367224,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,111,f8dc6562-913a-4d8b-925b-379dd4b558fb,15093,
1545670367257,1545670368991,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,115,7c94326f-c191-44b3-a747-709c3b16cb45,16641,
1545670369037,1545670370480,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,119,9fd2ef00-d7eb-40b1-9472-163af8e97fe5,16130,
1545670370496,1545670371529,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,123,18ba6f44-3552-4edf-866b-ae2f13d7f267,11674,
1545670371554,1545670373525,be7db41e-15ed-46b7-9b83-2e7fe69fbb38,https://ckan-d4s.d4science.org/,Mapping115,00dd73a7-a05f-459f-ac74-c8edd762b8af,200,127,1a79c130-357a-4965-ac47-0b1dafb30fc0,16157,
