mysql: [Warning] Using a password on the command line interface can be insecure.
Main	start	elapsed	start_exec	end	CONCAT('consumers',@consumers)
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	9260	2434	1545671283436	11694	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	9463	2714	1545671283639	12177	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	9776	2670	1545671283952	12446	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	10091	4378	1545671284267	14469	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	10713	4244	1545671284889	14957	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	11660	3137	1545671285836	14797	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	11840	3632	1545671286016	15472	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	12040	3374	1545671286216	15414	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	12278	3058	1545671286454	15336	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	12460	4757	1545671286636	17217	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	12537	3048	1545671286713	15585	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	14817	2746	1545671288993	17563	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	15204	2912	1545671289380	18116	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	15436	2644	1545671289612	18080	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	15527	2896	1545671289703	18423	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	15536	3068	1545671289712	18604	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	15595	2497	1545671289771	18092	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	15663	3268	1545671289839	18931	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	17867	3085	1545671292043	20952	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	18176	2505	1545671292352	20681	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	18208	2548	1545671292384	20756	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	18449	2961	1545671292625	21410	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	18517	2525	1545671292693	21042	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	18856	4095	1545671293032	22951	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	19158	2809	1545671293334	21967	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	19445	3462	1545671293621	22907	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	20877	2605	1545671295053	23482	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	20936	2821	1545671295112	23757	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	21210	2144	1545671295386	23354	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	21301	3262	1545671295477	24563	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	21794	2720	1545671295970	24514	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	22186	2418	1545671296362	24604	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	23540	2854	1545671297716	26394	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	23644	2840	1545671297820	26484	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	23683	3690	1545671297859	27373	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	23851	2890	1545671298027	26741	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	24705	2605	1545671298881	27310	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	24905	2737	1545671299081	27642	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	24948	3140	1545671299124	28088	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	25205	4488	1545671299381	29693	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	26514	3305	1545671300690	29819	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	26592	3068	1545671300768	29660	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	26884	2876	1545671301060	29760	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	27441	2654	1545671301617	30095	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	27876	2747	1545671302052	30623	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	28017	3008	1545671302193	31025	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	28450	3317	1545671302626	31767	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	29789	2426	1545671303965	32215	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	29912	2610	1545671304088	32522	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	29938	2606	1545671304114	32544	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	30248	2394	1545671304424	32642	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	30984	3475	1545671305160	34459	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	31926	4516	1545671306102	36442	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	32032	4533	1545671306208	36565	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	32123	2945	1545671306299	35068	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	32371	2888	1545671306547	35259	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	32598	3176	1545671306774	35774	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	32618	2644	1545671306794	35262	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	32702	3036	1545671306878	35738	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	34916	2910	1545671309092	37826	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	35332	3304	1545671309508	38636	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	35373	3546	1545671309549	38919	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	35393	2844	1545671309569	38237	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	35943	2609	1545671310119	38552	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	35967	2757	1545671310143	38724	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	37212	2852	1545671311388	40064	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	38251	2871	1545671312427	41122	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	38522	3169	1545671312698	41691	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	38701	2485	1545671312877	41186	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	38804	3842	1545671312980	42646	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	38874	2504	1545671313050	41378	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	38984	2828	1545671313160	41812	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	39154	4195	1545671313330	43349	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	40666	3055	1545671314842	43721	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	41423	2662	1545671315599	44085	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	41489	2296	1545671315665	43785	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	41507	3003	1545671315683	44510	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	41913	4247	1545671316089	46160	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	41943	2794	1545671316119	44737	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	42869	2498	1545671317045	45367	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	43913	3222	1545671318089	47135	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	44226	2307	1545671318402	46533	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	44454	3024	1545671318630	47478	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	44822	2553	1545671318998	47375	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	45041	2929	1545671319217	47970	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	45373	4672	1545671319549	50045	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	45530	2872	1545671319706	48402	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	46454	3798	1545671320630	50252	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	46663	3122	1545671320839	49785	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	47242	3198	1545671321418	50440	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	47646	2796	1545671321822	50442	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	48056	3247	1545671322232	51303	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	48194	3037	1545671322370	51231	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	48545	3824	1545671322721	52369	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	49955	2619	1545671324131	52574	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	50409	2172	1545671324585	52581	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	50561	2508	1545671324737	53069	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	50632	3084	1545671324808	53716	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	51609	2327	1545671325785	53936	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	52108	3025	1545671326284	55133	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	52466	4048	1545671326642	56514	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	52575	2650	1545671326751	55225	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	52621	2871	1545671326797	55492	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	52653	3691	1545671326829	56344	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	53419	3182	1545671327595	56601	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	53885	2612	1545671328061	56497	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	54334	3034	1545671328510	57368	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	55361	3136	1545671329537	58497	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	55604	3270	1545671329780	58874	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	55821	3272	1545671329997	59093	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	56543	3188	1545671330719	59731	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	56672	2986	1545671330848	59658	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	56888	2642	1545671331064	59530	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	57577	2923	1545671331753	60500	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	58671	2897	1545671332847	61568	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	59025	2716	1545671333201	61741	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	59096	5257	1545671333272	64353	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	59772	3226	1545671333948	62998	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	59876	2939	1545671334052	62815	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	59880	3217	1545671334056	63097	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	59888	2854	1545671334064	62742	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	60943	2824	1545671335119	63767	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	61735	3331	1545671335911	65066	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	61956	2952	1545671336132	64908	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	62927	3112	1545671337103	66039	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	63070	2890	1545671337246	65960	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	63273	3125	1545671337449	66398	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	63764	3212	1545671337940	66976	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	64136	3422	1545671338312	67558	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	65033	2942	1545671339209	67975	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	65409	3039	1545671339585	68448	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	66181	3143	1545671340357	69324	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	66397	3866	1545671340573	70263	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	66507	2956	1545671340683	69463	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	66796	4787	1545671340972	71583	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	67501	3404	1545671341677	70905	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	67985	3448	1545671342161	71433	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	68169	2259	1545671342345	70428	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	68603	3318	1545671342779	71921	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	69500	3237	1545671343676	72737	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	69561	2561	1545671343737	72122	consumers8
Workerf4628be9-72ea-479c-bfcb-8ea27cd370ea	70575	2945	1545671344751	73520	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	70647	3041	1545671344823	73688	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	71696	2940	1545671345872	74636	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	71801	3297	1545671345977	75098	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	72156	2348	1545671346332	74504	consumers8
Worker1f6a22bc-57d3-4b76-9373-1a35d8d23356	72263	2854	1545671346439	75117	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	72916	2419	1545671347092	75335	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	73655	3445	1545671347831	77100	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	73959	1966	1545671348135	75925	consumers8
Worker21ff7e87-73d7-4854-b154-ecb183668e75	74653	2292	1545671348829	76945	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	75155	2520	1545671349331	77675	consumers8
Workerd7da57d6-bddb-4d0c-a4c3-6b834f61acef	75442	2052	1545671349618	77494	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	75449	2154	1545671349625	77603	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	76319	1862	1545671350495	78181	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	77697	1672	1545671351873	79369	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	77950	2132	1545671352126	80082	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	78085	1865	1545671352261	79950	consumers8
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	78447	1916	1545671352623	80363	consumers8
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	79540	1183	1545671353716	80723	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	80432	799	1545671354608	81231	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	81015	1031	1545671355191	82046	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	81371	955	1545671355547	82326	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	82463	961	1545671356639	83424	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	82636	992	1545671356812	83628	consumers8
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	83601	836	1545671357777	84437	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	84013	1027	1545671358189	85040	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	85213	557	1545671359389	85770	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	86041	879	1545671360217	86920	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	87144	421	1545671361320	87565	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	87904	383	1545671362080	88287	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	88459	804	1545671362635	89263	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	89505	495	1545671363681	90000	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	90480	348	1545671364656	90828	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	91193	478	1545671365369	91671	consumers8
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	91866	850	1545671366042	92716	consumers8
