mysql: [Warning] Using a password on the command line interface can be insecure.
Main	start	elapsed	start_exec	end	CONCAT('consumers',@consumers)
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	56227	1475	1545670768646	57702	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	56449	1494	1545670768868	57943	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	57258	1444	1545670769677	58702	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	57493	2160	1545670769912	59653	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	57801	957	1545670770220	58758	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	58235	1897	1545670770654	60132	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	58776	1701	1545670771195	60477	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	58833	1229	1545670771252	60062	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	60111	1294	1545670772530	61405	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	60494	1653	1545670772913	62147	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	60567	1695	1545670772986	62262	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	60824	2258	1545670773243	63082	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	61526	1380	1545670773945	62906	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	62454	1787	1545670774873	64241	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	62625	1506	1545670775044	64131	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	62993	1484	1545670775412	64477	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	64400	1312	1545670776819	65712	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	64412	1514	1545670776831	65926	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	64424	2689	1545670776843	67113	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	64514	1860	1545670776933	66374	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	65800	1301	1545670778219	67101	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	66308	1504	1545670778727	67812	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	66511	1680	1545670778930	68191	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	67161	1231	1545670779580	68392	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	68161	1423	1545670780580	69584	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	68287	2355	1545670780706	70642	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	68297	1439	1545670780716	69736	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	68470	1431	1545670780889	69901	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	69865	1377	1545670782284	71242	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	69943	1420	1545670782362	71363	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	70022	1508	1545670782441	71530	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	71414	1127	1545670783833	72541	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	71484	1404	1545670783903	72888	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	71535	1973	1545670783954	73508	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	71675	1749	1545670784094	73424	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	72687	1566	1545670785106	74253	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	72936	1529	1545670785355	74465	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	73744	1655	1545670786163	75399	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	74365	1501	1545670786784	75866	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	74580	991	1545670786999	75571	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	74677	2597	1545670787096	77274	consumers4
Workerbe7db41e-15ed-46b7-9b83-2e7fe69fbb38	75747	1049	1545670788166	76796	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	75830	1539	1545670788249	77369	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	75970	1371	1545670788389	77341	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	77435	943	1545670789854	78378	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	77628	1364	1545670790047	78992	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	77913	1672	1545670790332	79585	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	78445	1112	1545670790864	79557	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	79292	1151	1545670791711	80443	consumers4
Worker3d97fe31-ecf4-412e-a120-47263fdcbd09	79710	1239	1545670792129	80949	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	80282	1127	1545670792701	81409	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	80579	908	1545670792998	81487	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	81611	958	1545670794030	82569	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	82212	1186	1545670794631	83398	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	82697	795	1545670795116	83492	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	83630	834	1545670796049	84464	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	83782	1077	1545670796201	84859	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	84695	698	1545670797114	85393	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	85453	1027	1545670797872	86480	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	85470	789	1545670797889	86259	consumers4
Workercfa967f7-9f68-4a7d-821e-4d86ba407876	86458	877	1545670798877	87335	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	87254	848	1545670799673	88102	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	88387	617	1545670800806	89004	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	89413	424	1545670801832	89837	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	90043	548	1545670802462	90591	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	90831	768	1545670803250	91599	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	91786	466	1545670804205	92252	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	92420	381	1545670804839	92801	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	93235	424	1545670805654	93659	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	93945	702	1545670806364	94647	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	94855	888	1545670807274	95743	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	95963	782	1545670808382	96745	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	96940	693	1545670809359	97633	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	97815	563	1545670810234	98378	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	98831	636	1545670811250	99467	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	100173	1048	1545670812592	101221	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	101380	438	1545670813799	101818	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	102109	618	1545670814528	102727	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	102915	609	1545670815334	103524	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	103710	368	1545670816129	104078	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	104571	436	1545670816990	105007	consumers4
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	105168	762	1545670817587	105930	consumers4
