mysql: [Warning] Using a password on the command line interface can be insecure.
Main	start	elapsed	start_exec	end	CONCAT('consumers',@consumers)
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	114416	343	1545669516284	114759	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	114940	623	1545669516808	115563	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	115763	330	1545669517631	116093	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	116278	545	1545669518146	116823	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	116997	369	1545669518865	117366	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	117523	749	1545669519391	118272	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	118392	337	1545669520260	118729	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	118878	625	1545669520746	119503	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	119659	380	1545669521527	120039	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	120421	484	1545669522289	120905	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	121033	429	1545669522901	121462	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	121839	407	1545669523707	122246	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	122383	845	1545669524251	123228	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	123380	367	1545669525248	123747	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	123996	222	1545669525864	124218	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	124377	549	1545669526245	124926	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	125208	439	1545669527076	125647	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	125767	642	1545669527635	126409	consumers1
Workere5c2bef6-5791-4fd1-95d6-c64715bfd4e3	126760	445	1545669528628	127205	consumers1
