start,end,source,mapping.name,exportID,num.of.consumers,records.size,
1545079725020,1545079766465,https://ckan-d4s.d4science.org/,Mapping115,c18ec2b9-5bb3-4f26-aada-ce80394b04dc,8,30,
1545079766555,1545079787260,https://ckan-d4s.d4science.org/,Mapping115,e7b0482c-7e1a-4876-b402-c5051fc35b9c,8,30,
1545079850117,1545079866682,https://ckan-d4s.d4science.org/,Mapping115,4dad15a3-2a8d-49fd-b9cb-8eeb9c9079c7,2,30,
1545079866769,1545079880467,https://ckan-d4s.d4science.org/,Mapping115,c7f7f1b6-db93-4715-b379-76282f085b32,2,30,
1545080270070,1545080313393,https://ckan-d4s.d4science.org/,Mapping115,ee21380a-4058-4959-afcb-b2f43e28aba5,8,30,
1545080353502,1545080371232,https://ckan-d4s.d4science.org/,Mapping115,321caf3a-66fa-469e-8165-162383bae6b9,2,30,
